Time (sec),Temperature (C),dT/dt (C/sec),h=-mcpdT/dt / A(T-Tw) (W/m2K),m (kg),cp (J/kg),Tw,rho (kg/m3),r (m),pi,V (m3),A (m2),q''=h(T-Tw) (W/m2),Te=T-Tw,ln(Te),ln(q)
20.20,540.0727,-2.4531,283.737970451014,,,,,,,,,124865.329979343,440.072683190284,6.08693990233892,11.7349910753496
20.22,540.0220,-2.6990,312.210651646199,,,,,,,,,137379.550911332,440.021985755348,6.08682469328976,11.8305028188102
20.24,539.9647,-2.8411,328.69110005781,,,,,,,,,144612.489017689,439.964723694236,6.08669455027606,11.8818129543941
20.26,539.9083,-2.8746,332.610220462171,,,,,,,,,146318.01070447,439.908342266685,6.08656639218187,11.8935376874589
20.28,539.8497,-2.6920,311.5286267633,,,,,,,,,137025.785460761,439.849739924136,6.08643316841543,11.8279244021421
20.30,539.8007,-2.7106,313.717454546495,,,,,,,,,137973.143806714,439.800660776639,6.08632158056755,11.8348143351041
20.32,539.7413,-3.0369,351.527692671377,,,,,,,,,154581.249466557,439.741313954079,6.08618663118627,11.948475123605
20.34,539.6792,-2.8741,332.727653937867,,,,,,,,,146293.423162638,439.679183353833,6.08604533222738,11.8933696315387
20.36,539.6263,-2.5982,300.817398113009,,,,,,,,,132247.254600333,439.626349506059,6.08592516046486,11.7924285903393
20.38,539.5753,-2.7819,322.125359559954,,,,,,,,,141598.337735552,439.575257064472,6.08580893583273,11.8607497210171
20.40,539.5151,-2.7830,322.302094054953,,,,,,,,,141656.628939135,439.515074683265,6.08567201615764,11.8611613021809
20.42,539.4639,-2.6904,311.617336500076,,,,,,,,,136944.581359287,439.463936433631,6.08555565786229,11.8273316073461
20.44,539.4075,-3.0117,348.872636462642,,,,,,,,,153297.238007492,439.40745700733,6.08542713069256,11.9401340477863
20.46,539.3435,-3.2938,381.60749449231,,,,,,,,,167656.760063793,439.343468049136,6.08528149452539,12.0296740735616
20.48,539.2757,-3.0286,350.928984341263,,,,,,,,,154154.57672626,439.275704215845,6.08512724377475,11.9457111229563
20.50,539.2223,-2.7646,320.379880195155,,,,,,,,,140717.99615934,439.222325926408,6.08500572206913,11.8545131393963
20.52,539.1651,-3.0750,356.404326820757,,,,,,,,,156520.349387309,439.165121208043,6.08487547267035,11.9609413085434
20.54,539.0993,-3.2013,371.094259329012,,,,,,,,,162947.238658462,439.099324665092,6.08472563956852,12.0011817381783
20.56,539.0371,-3.0614,354.932650469886,,,,,,,,,155828.590691802,439.037069386274,6.0845838500257,11.9565119045163
20.58,538.9769,-2.9643,343.719455727942,,,,,,,,,150884.889809691,438.976867021219,6.08444671697427,11.924272505943
20.60,538.9185,-2.9766,345.193318447509,,,,,,,,,151511.732418252,438.918496741677,6.08431373921397,11.9284183426377
20.62,538.8578,-2.8117,326.113871368658,,,,,,,,,143117.616716656,438.85780177338,6.08417544664786,11.8714220657009
20.64,538.8060,-2.6745,310.231204033169,,,,,,,,,136131.322402203,438.806027995974,6.08405746576336,11.8213753047193
20.66,538.7508,-2.8154,326.625279835848,,,,,,,,,143307.110404494,438.75082319567,6.08393165100776,11.8727452315978
20.68,538.6934,-2.8658,332.510160830346,,,,,,,,,145870.016426357,438.693410336965,6.08380078717256,11.8904712056898
20.70,538.6362,-2.6842,311.479058402319,,,,,,,,,136625.987903726,438.636191481143,6.08367034849642,11.825002456221
20.72,538.5860,-2.8143,326.615569867439,,,,,,,,,143249.030379226,438.586043027177,6.08355601383401,11.8723398658227
20.74,538.5236,-2.8546,331.341958221086,,,,,,,,,145301.274799475,438.523619464227,6.08341367459018,11.8865646230882
20.76,538.4719,-2.8278,328.265789082823,,,,,,,,,143935.310541454,438.47185825733,6.0832956324605,11.877119245272
20.78,538.4105,-2.9294,340.11338223789,,,,,,,,,149109.280730483,438.410508135165,6.08315570463296,11.9124347438223
20.80,538.3547,-2.9451,341.979536870412,,,,,,,,,149908.330783861,438.354680972232,6.08302835659565,11.9177792581559
20.82,538.2927,-3.0173,350.4129511259,,,,,,,,,153583.439486404,438.292702917886,6.0828869586845,11.9419992780394
20.84,538.2340,-3.0440,353.5624857284,,,,,,,,,154943.098013669,438.233987676773,6.0827529861727,11.9508132189109
20.86,538.1709,-2.8395,329.848352505872,,,,,,,,,144529.963049984,438.17094113699,6.08260911080683,11.8812421217865
20.88,538.1204,-2.7574,320.355261560365,,,,,,,,,140354.178233265,438.120409041006,6.0824937790829,11.851924351445
20.90,538.0606,-2.7532,319.910310655579,,,,,,,,,140140.116719192,438.060644034912,6.08235735749291,11.8503980347998
20.92,538.0103,-2.9091,338.059080408705,,,,,,,,,148073.35252005,438.01028015882,6.08224238078325,11.9054630551002
20.94,537.9443,-2.9220,339.614997982389,,,,,,,,,148732.446051263,437.944280832309,6.0820916895726,11.9099043067048
20.96,537.8934,-2.7322,317.585505845361,,,,,,,,,139068.596630504,437.89339900864,6.08197549949561,11.8427225913202
20.98,537.8350,-2.9594,344.048947030532,,,,,,,,,150636.668659658,437.834994002437,6.08184211337554,11.9226260485064
21.00,537.7750,-2.8546,331.902071827477,,,,,,,,,145298.436606347,437.775021428229,6.08170512870601,11.8865450897369
21.02,537.7208,-2.7076,314.85210190681,,,,,,,,,137817.317537473,437.720811462979,6.08158129038883,11.8336843012003
21.04,537.6667,-2.7126,315.473734678111,,,,,,,,,138072.354044638,437.666717913992,6.08145770272682,11.835533131411
21.06,537.6123,-2.5535,297.005703242826,,,,,,,,,129973.351145283,437.612307528719,6.0813333757779,11.775084717234
21.08,537.5646,-2.6749,311.162808348794,,,,,,,,,136153.82310116,437.564578567952,6.08122430305998,11.8215405777749
21.10,537.5053,-2.6762,311.357254074741,,,,,,,,,136220.452359791,437.505311268872,6.08108884576712,11.8220298255928
21.12,537.4575,-2.8992,337.34240141255,,,,,,,,,147572.97366853,437.457529947611,6.08097962668018,11.9020780691559
21.14,537.3893,-3.2028,372.714597907645,,,,,,,,,163021.392467311,437.389341288173,6.08082373960596,12.0016367133081
21.16,537.3294,-2.7950,325.311629031385,,,,,,,,,142268.345995467,437.329419852192,6.08068673228718,11.8654703137638
21.18,537.2775,-2.6542,308.958510719081,,,,,,,,,135100.617510915,437.277539940481,6.08056809634176,11.813775094707
21.20,537.2233,-2.7305,317.873518853577,,,,,,,,,138981.693400151,437.22325125224,6.08044393707545,11.8420975012822
21.22,537.1683,-2.9179,339.738275450156,,,,,,,,,148522.811595021,437.168321403371,6.0803182957709,11.908493838862
21.24,537.1065,-2.9114,339.033387272133,,,,,,,,,148193.709106592,437.106534842956,6.0801769522104,11.9062755422697
21.26,537.0519,-2.8566,332.685412766006,,,,,,,,,145400.779648153,437.05186361874,6.0800518691033,11.887249206159
21.28,536.9923,-3.1194,363.349449423299,,,,,,,,,158780.901388885,436.992271877386,6.07991551044811,11.9752805522304
21.30,536.9271,-2.8145,327.878701125723,,,,,,,,,143259.085413612,436.92708590632,6.07976632970138,11.8724100560465
21.32,536.8797,-2.6747,311.621411762551,,,,,,,,,136141.06637857,436.879691958738,6.07965785275012,11.8214468799268
21.34,536.8201,-3.0929,360.401368547278,,,,,,,,,157430.561730503,436.820099671323,6.07952143910306,11.966739762131
21.36,536.7560,-2.9487,343.646258797173,,,,,,,,,150089.556956454,436.755975408536,6.07937463045128,11.9189874412935
21.38,536.7022,-2.9293,341.427542504246,,,,,,,,,149102.142576565,436.702152037751,6.07925138843392,11.9123868707137
21.40,536.6388,-3.0128,351.214238127586,,,,,,,,,153353.764790007,436.638803732945,6.07910631724609,11.9405027195508
21.42,536.5816,-3.0177,351.824801602052,,,,,,,,,153600.248605819,436.581639231777,6.07897538925028,11.9421087182219
21.44,536.5181,-2.9987,349.669331832024,,,,,,,,,152636.991390324,436.518097228066,6.07882983427833,11.9358177759947
21.46,536.4617,-2.6834,312.944259390555,,,,,,,,,136588.180235833,436.46168970101,6.07870060441991,11.8247256940868
21.48,536.4108,-2.8199,328.896533978581,,,,,,,,,143533.986233061,436.410759629373,6.07858390908434,11.8743271240012
21.50,536.3489,-2.7132,316.501180651935,,,,,,,,,138104.940048674,436.348893752001,6.07844213837522,11.8357691102904
21.52,536.3022,-2.3083,269.287900926867,,,,,,,,,117490.911709962,436.302230087454,6.07833519147899,11.6741162624256
21.54,536.2566,-2.5938,302.631685601502,,,,,,,,,132025.059230469,436.256563710636,6.07823051915849,11.7907470262057
21.56,536.1985,-2.5596,298.68574302883,,,,,,,,,130286.266631924,436.198478409962,6.07809736547617,11.7774893594916
21.58,536.1542,-2.5077,292.652920421584,,,,,,,,,127641.794080534,436.154178460471,6.07799580116229,11.7569831360795
21.60,536.0982,-2.8002,326.831550904859,,,,,,,,,142530.641677406,436.098171314239,6.07786738156829,11.8673122848905
21.62,536.0422,-2.7992,326.761016335369,,,,,,,,,142481.582957167,436.042170988145,6.07773896112159,11.8669680279325
21.64,535.9862,-2.5906,302.444882117992,,,,,,,,,131861.795588314,435.986202394628,6.07761059696441,11.789509649959
21.66,535.9385,-2.5207,294.313572488221,,,,,,,,,128302.631332755,435.938547611119,6.07750128756918,11.7621470596121
21.68,535.8854,-2.5870,302.09993128888,,,,,,,,,131680.942133697,435.885375981029,6.07737930965892,11.7881371706066
21.70,535.8351,-2.8381,331.457210767082,,,,,,,,,144460.675449338,435.835066357486,6.07726388360911,11.8807626072781
21.72,535.7719,-3.0511,356.387195404416,,,,,,,,,155303.508097341,435.77185179481,6.07711883069255,11.9531365980468
21.74,535.7130,-3.1016,362.335295720422,,,,,,,,,157874.206439697,435.713021348913,6.07698381871977,11.9695538331299
21.76,535.6478,-3.1394,366.798734932255,,,,,,,,,159795.057003535,435.647786607137,6.07683408799674,11.9816473794425
21.78,535.5874,-2.7434,320.582001596329,,,,,,,,,139641.495521765,435.587446663957,6.07669557214942,11.8468336709995
21.80,535.5380,-2.4296,283.93679946536,,,,,,,,,123665.279839043,435.538049565606,6.07658216231669,11.725333838619
21.82,535.4903,-2.7331,319.443110673419,,,,,,,,,139114.364761616,435.490264505467,6.0764724412906,11.8430516418939
21.84,535.4287,-2.7837,325.410575706786,,,,,,,,,141693.112657148,435.428726768923,6.07633112450394,11.8614188193962
21.86,535.3789,-2.9673,346.909456088476,,,,,,,,,151037.062665795,435.378915203955,6.07621672136225,11.9252805337974
21.88,535.3100,-3.2085,375.168950847974,,,,,,,,,163314.808951793,435.310034539535,6.0760585003016,12.0034349604059
21.90,535.2506,-2.7914,326.437222700527,,,,,,,,,142081.988727622,435.250574527671,6.07592189864208,11.8641595553664
21.92,535.1984,-2.6153,305.87741014771,,,,,,,,,133117.353264885,435.198379640398,6.07580197228204,11.7989863735323
21.94,535.1460,-2.5881,302.732646690061,,,,,,,,,131732.889521317,435.145964472692,6.07568152531614,11.7885315871637
21.96,535.0949,-2.8353,331.687943538126,,,,,,,,,144315.718549415,435.094857563995,6.07556407068183,11.8797586684859
21.98,535.0326,-3.0957,362.2113793183,,,,,,,,,157573.741505369,435.032554200617,6.07542086553132,11.9676488277105
22.00,534.9710,-3.2019,374.689219120722,,,,,,,,,162978.955007379,434.971028496201,6.07527942771257,12.0013763610693
22.02,534.9045,-2.9962,350.668809289598,,,,,,,,,152507.435263722,434.904477454607,6.07512641491644,11.9349686296688
22.04,534.8512,-2.5580,299.41871658735,,,,,,,,,130202.582454715,434.851180776904,6.07500385939809,11.7768468430815
22.06,534.8022,-2.4337,284.898433897951,,,,,,,,,123874.453860395,434.802157967517,6.0748911183615,11.7270238628266
22.08,534.7538,-2.4369,285.309681172073,,,,,,,,,124039.477835165,434.75383423935,6.07477997260746,11.7283551635567
22.10,534.7047,-2.6283,307.748437928556,,,,,,,,,133779.686767605,434.704681746141,6.07466690799919,11.8039495972704
22.12,534.6487,-2.6877,314.747738095666,,,,,,,,,136804.696352851,434.648703690669,6.07453812709953,11.826309613646
22.14,534.5972,-2.9213,342.142567987265,,,,,,,,,148694.193151893,434.597173998611,6.07441956526693,11.9096470809251
22.16,534.5319,-3.2491,380.594764130996,,,,,,,,,165380.54794826,434.531852601468,6.07426925065249,12.0160044485387
22.18,534.4672,-3.0754,360.304320402767,,,,,,,,,156540.412823619,434.467209964705,6.07412047572357,11.9610694845319
22.20,534.4088,-3.0531,357.733702801245,,,,,,,,,155402.681279226,434.408835573333,6.07398610813049,11.9537749708159
22.22,534.3451,-3.1633,370.70506724756,,,,,,,,,161013.924692785,434.345087021049,6.07383934953582,11.9892461290017
22.24,534.2823,-3.0272,354.804499694722,,,,,,,,,154085.315257511,434.282303043191,6.07369479047935,11.9452617231757
22.26,534.2240,-3.0143,353.335725538118,,,,,,,,,153426.851848386,434.223999327333,6.07356052843476,11.9409791972407
22.28,534.1617,-3.0335,355.644580771816,,,,,,,,,154407.267449487,434.161732801872,6.07341712090683,11.9473489844385
22.30,534.1027,-2.9276,343.278476523199,,,,,,,,,149018.099308494,434.102658628012,6.07328104674662,11.9118230494196
22.32,534.0446,-2.6806,314.357171980533,,,,,,,,,136445.041510992,434.044627171546,6.07314735639822,11.8236771862383
22.34,533.9954,-2.4024,281.756694147726,,,,,,,,,122281.118622298,433.995433514652,6.07303401218941,11.7140779240027
22.36,533.9485,-2.5901,303.813087747276,,,,,,,,,131839.243659359,433.94853275389,6.0729259389436,11.7893386083198
22.38,533.8918,-2.8977,339.936415730541,,,,,,,,,147495.632777509,433.891827860023,6.07279525847166,11.9015538460356
22.40,533.8326,-2.8357,332.710817685719,,,,,,,,,144340.806920528,433.832623551404,6.07265879969465,11.8799324970258
22.42,533.7784,-2.6486,310.79368219065,,,,,,,,,134815.585529491,433.778397872292,6.07253379971691,11.8116630904319
22.44,533.7267,-2.9285,343.679033146611,,,,,,,,,149062.765669148,433.72667894337,6.07241456369082,11.91212274233
22.46,533.6613,-3.1853,373.868839548836,,,,,,,,,162132.430964587,433.661257140979,6.07226371584111,11.9961687553538
22.48,533.5993,-3.1432,368.980928767951,,,,,,,,,159989.86041197,433.599267436899,6.07212076063346,11.9828657197827
22.50,533.5355,-3.0490,357.973744481325,,,,,,,,,155194.336814302,433.535529370083,6.07197375219333,11.9524333964669
22.52,533.4773,-3.1053,364.638993520774,,,,,,,,,158062.729383582,433.477308220401,6.07183944933818,11.970747254632
22.54,533.4113,-2.9823,350.245074152061,,,,,,,,,151800.178521957,433.411316031962,6.07168719866441,11.9303203199769
22.56,533.3580,-2.6796,314.731268203231,,,,,,,,,136391.3180554,433.358016297662,6.07156421384623,11.8232833717455
22.58,533.3041,-2.6861,315.532831982038,,,,,,,,,136721.680238269,433.304133137092,6.07143986744279,11.8257026073444
22.60,533.2506,-2.7822,326.870344633373,,,,,,,,,141616.764366759,433.25057378821,6.07131625297617,11.8608798456545
22.62,533.1928,-2.6182,307.644444690567,,,,,,,,,133269.371885165,433.19284383376,6.07118299567774,11.8001277114627
22.64,533.1458,-2.4640,289.548321232976,,,,,,,,,125416.652057316,433.145844269646,6.07107449408407,11.7393966898906
22.66,533.0943,-2.7008,317.420280516174,,,,,,,,,137472.909549643,433.094285362268,6.07095545340314,11.8311821552203
22.68,533.0378,-2.8533,335.387672903357,,,,,,,,,145235.543847247,433.037811407865,6.07082504845753,11.8861121437525
22.70,532.9802,-2.6031,306.011482773219,,,,,,,,,132496.898400473,432.980152246983,6.07069188918513,11.7943145158361
22.72,532.9337,-2.4266,285.298503447839,,,,,,,,,123515.333545687,432.93368893633,6.07058457294074,11.7241205856078
22.74,532.8831,-2.5822,303.625025193243,,,,,,,,,131434.138476514,432.883087923542,6.07046768674912,11.7862611570463
22.76,532.8304,-2.7443,322.721575385448,,,,,,,,,139683.709089701,432.830401632948,6.07034596913401,11.847135924914
22.78,532.7733,-2.7677,325.525045053888,,,,,,,,,140878.553745195,432.773317708547,6.07021407523566,11.8556534772542
22.80,532.7197,-2.7881,327.965104081311,,,,,,,,,141916.9589728,432.719692451229,6.07009015682902,11.8629973695573
22.82,532.6618,-2.8542,335.780690669172,,,,,,,,,145279.475511064,432.661792497773,6.069956343119,11.8864145836349
22.84,532.6055,-2.6272,309.118527218878,,,,,,,,,133726.382696734,432.605524812318,6.06982628461706,11.8035510711982
22.86,532.5567,-2.5277,297.437857328498,,,,,,,,,128658.739162655,432.556703838009,6.06971342491805,11.7649187451552
22.88,532.5044,-2.6165,307.934352659001,,,,,,,,,133182.968148956,432.504418551961,6.06959254262486,11.7994791621632
22.90,532.4520,-2.7369,322.134117833925,,,,,,,,,139307.557125916,432.452042219681,6.06947143518253,11.8444394090208
22.92,532.3949,-2.8691,337.746481201541,,,,,,,,,146039.87080351,432.394943935373,6.06933939267026,11.8916349511041
22.94,532.3373,-2.6449,311.389759148326,,,,,,,,,134625.400563773,432.337277025369,6.06920601748499,11.8102513898583
22.96,532.2891,-2.8688,337.792389525835,,,,,,,,,146023.984533797,432.289148783884,6.06909469023406,11.8915261648271
22.98,532.2225,-3.1399,369.762592328501,,,,,,,,,159819.721053577,432.222524315256,6.06894055820593,11.9818017155482
23.00,532.1636,-2.8708,338.122034219549,,,,,,,,,146124.02023637,432.163554716725,6.06880411547495,11.8922109937827
23.02,532.1077,-3.0858,363.492853300621,,,,,,,,,157068.058258902,432.107692992249,6.0686748465106,11.9644344824948
23.04,532.0401,-3.2168,378.980328006098,,,,,,,,,163734.707541223,432.040123039285,6.06851846133702,12.0060027600752
23.06,531.9790,-3.0636,360.988540712771,,,,,,,,,155939.476892809,431.979022339343,6.0683770276654,11.9572232423165
23.08,531.9176,-2.8640,337.513430101831,,,,,,,,,145777.983358348,431.917578255672,6.06823477896634,11.8898400813815
23.10,531.8645,-2.9307,345.4182114722,,,,,,,,,149173.850390195,431.864462948853,6.06811179584247,11.9128676859097
23.12,531.8004,-3.1588,372.361460888229,,,,,,,,,160785.809223175,431.800350228612,6.06796332917026,11.987828380733
23.14,531.7381,-2.6981,318.091614333603,,,,,,,,,137332.272278366,431.738109682881,6.06781917682794,11.8301586135053
23.16,531.6924,-2.4227,285.656117509025,,,,,,,,,123315.582908074,431.692427886401,6.06771336218615,11.7225020632275
23.18,531.6412,-2.6434,311.71554670655,,,,,,,,,134549.273366351,431.641202333153,6.0675946929915,11.8096857556674
23.20,531.5867,-2.6617,313.916105677524,,,,,,,,,135482.013790473,431.586692559346,6.06746840009897,11.8165941709375
23.22,531.5347,-2.7270,321.650018396059,,,,,,,,,138803.155133999,431.534734013557,6.06734800325965,11.8408120583094
23.24,531.4776,-2.6646,314.337767576258,,,,,,,,,135629.71004644,431.477614326241,6.06721563044365,11.8176837311269
23.26,531.4281,-2.6624,314.107544248311,,,,,,,,,135514.836598961,431.428149627099,6.06710098362759,11.816836408503
23.28,531.3711,-2.7232,321.334281616167,,,,,,,,,138614.329023572,431.371120212895,6.0669687873769,11.8394507444026
23.30,531.3192,-2.6917,317.648858347563,,,,,,,,,137008.057747332,431.319219782685,6.06684846510628,11.8277950187546
23.32,531.2635,-2.9114,343.619154618604,,,,,,,,,148190.383018917,431.263452654144,6.06671916241936,11.9062530978284
23.34,531.2028,-3.0686,362.224896619392,,,,,,,,,156192.376833525,431.202764611855,6.06657843101175,11.9588437113141
23.36,531.1407,-3.0340,358.188199699316,,,,,,,,,154429.514420191,431.140709129524,6.06643450812179,11.9474930538761
23.38,531.0814,-2.6988,318.664463779017,,,,,,,,,137370.325225053,431.081406429788,6.06629695029589,11.8304356618279
23.40,531.0328,-2.3795,280.998946883841,,,,,,,,,121119.750756693,431.032756883467,6.06618408926555,11.7045350108479
23.42,530.9862,-2.7900,329.504634208265,,,,,,,,,142011.958309077,430.986224671176,6.0660761282732,11.8636665464818
23.44,530.9212,-3.1422,371.151529054749,,,,,,,,,159937.046329131,430.92115701762,6.0659251430164,11.9825355563472
23.46,530.8605,-2.8376,335.226278474632,,,,,,,,,144435.774830796,430.86053840414,6.06578446095295,11.8805902228921
23.48,530.8077,-2.8784,340.088534574089,,,,,,,,,146512.743187854,430.807652399512,6.06566170835453,11.8948676878738
23.50,530.7454,-3.0211,356.995743628345,,,,,,,,,153774.274960052,430.745401603836,6.06551720002624,11.9432410591251
23.52,530.6868,-2.9332,346.655250261062,,,,,,,,,149299.843605285,430.686809136306,6.06538116502107,11.9137119360069
23.54,530.6281,-2.7799,328.57940597464,,,,,,,,,141495.516936641,430.628074565214,6.06524478151652,11.860023313137
23.56,530.5756,-2.6691,315.528456127771,,,,,,,,,135858.859083523,430.57561511507,6.06512295331063,11.8193718249736
23.58,530.5213,-2.9020,343.096896148196,,,,,,,,,147710.525221774,430.521310102359,6.06499682346115,11.9030097267915
23.60,530.4595,-2.8425,336.120179510958,,,,,,,,,144686.13686199,430.459537039707,6.06485332883415,11.8823221019621
23.62,530.4076,-2.5995,307.419214417191,,,,,,,,,132315.568957312,430.407608737657,6.06473268698513,11.792945022373
23.64,530.3556,-2.7933,330.379877950274,,,,,,,,,142180.816418562,430.35555706562,6.06461174391003,11.8648548816147
23.66,530.2959,-2.7258,322.44041678607,,,,,,,,,138744.781655175,430.29587617494,6.06447305619403,11.840391421209
23.68,530.2465,-2.5503,301.716200107067,,,,,,,,,129812.34654333,430.246524705218,6.06435835767429,11.7738451984768
23.70,530.1939,-2.3617,279.433933572035,,,,,,,,,120210.763435588,430.193863354104,6.06423595209708,11.6970018431274
23.72,530.1521,-2.5828,305.631562884867,,,,,,,,,131468.045542429,430.152057272809,6.06413876774291,11.7865191013934
23.74,530.0905,-3.2784,387.997542831296,,,,,,,,,166874.076364067,430.090549404909,6.06399576653017,12.0249947732244
23.76,530.0209,-3.1300,370.487948244879,,,,,,,,,159317.568187209,430.020919552033,6.06383385762524,11.9786547734784
23.78,529.9653,-2.8567,338.182522160577,,,,,,,,,145406.766489018,429.965349953761,6.06370462393786,11.8872903800621
23.80,529.9067,-3.0801,364.685856386088,,,,,,,,,156780.875507559,429.906651881714,6.06356809647328,11.9626044120335
23.82,529.8421,-3.1274,370.3412887402,,,,,,,,,159188.293548412,429.842143958419,6.06341803421387,11.9778430167014
23.84,529.7816,-2.8967,343.067427762135,,,,,,,,,147444.052237539,429.78155402083,6.06327706569978,11.9012040759428
23.86,529.7263,-2.7479,325.486106104526,,,,,,,,,139869.932035079,429.726275290416,6.06314843689942,11.8484682128583
23.88,529.6716,-3.2120,380.50413566844,,,,,,,,,163491.83503404,429.671637462837,6.06302128316344,12.0045183294427
23.90,529.5978,-3.0679,363.497608034473,,,,,,,,,156157.771080578,429.597795498474,6.06284941166025,11.9586221282393
23.92,529.5489,-2.5001,296.251848039561,,,,,,,,,127254.661709078,429.548921133092,6.06273563745966,11.7539455679978
23.94,529.4978,-2.6913,318.949538581074,,,,,,,,,136988.122780958,429.497792630094,6.06261660201668,11.8276495060225
23.96,529.4413,-2.8746,340.716276410173,,,,,,,,,146317.63019238,429.441269240202,6.06248498990941,11.8935350868728
23.98,529.3828,-2.7575,326.885656956903,,,,,,,,,140359.081657946,429.382809159019,6.06234885008114,11.8519592869139
24.00,529.3310,-2.5770,305.521963258653,,,,,,,,,131170.040318103,429.330968284776,6.06222810932754,11.784249778182
24.02,529.2797,-2.9897,354.498590159042,,,,,,,,,152179.058855001,429.279729396744,6.06210875631172,11.9328131252916
24.04,529.2114,-3.2778,388.717083176604,,,,,,,,,166841.795163199,429.211378619545,6.06194952163426,12.024801308042
24.06,529.1486,-2.6534,314.719258582267,,,,,,,,,135061.334577724,429.148617044097,6.06180328561237,11.8134842844492
24.08,529.1052,-2.6331,312.332342548044,,,,,,,,,134023.445086823,429.105240890022,6.06170220560274,11.8057700269633
24.10,529.0433,-2.9401,348.799977173658,,,,,,,,,149650.291481004,429.043294938339,6.06155783443807,11.9160564610304
24.12,528.9876,-2.6782,317.778855135732,,,,,,,,,136323.200614819,428.987638452508,6.06142810371684,11.822783820476
24.14,528.9362,-2.5133,298.240095464879,,,,,,,,,127925.962968964,428.936165573448,6.06130810965938,11.7592069612507
24.16,528.8871,-2.6528,314.839648669972,,,,,,,,,135030.666415379,428.887108043128,6.06119373288299,11.8132571902564
24.18,528.8301,-2.8833,342.231618246035,,,,,,,,,146759.202629481,428.830051944451,6.06106069112652,11.8965484452947
24.20,528.7718,-2.6686,316.792535737463,,,,,,,,,135831.698666866,428.771777563074,6.06092479034025,11.8191718885682
24.22,528.7233,-2.6453,314.06211901568,,,,,,,,,134645.750841171,428.723308825565,6.06081174307425,11.8104025406766
24.24,528.6660,-2.8815,342.156673928822,,,,,,,,,146670.92129653,428.665966419353,6.06067798258073,11.8959467256456
24.26,528.6080,-2.7591,327.665225696245,,,,,,,,,140439.952691811,428.608047721252,6.06054285962767,11.8525352934254
24.28,528.5556,-2.8600,339.689850165611,,,,,,,,,145575.98820097,428.555601911556,6.06042048904001,11.8884534849424
24.30,528.4936,-3.0817,366.073708883664,,,,,,,,,156860.25861539,428.493647068327,6.0602759119497,11.9631106154673
24.32,528.4323,-3.0540,362.835618896989,,,,,,,,,155450.510892974,428.432333533128,6.06013281082616,11.9540827020236
24.34,528.3715,-2.6928,319.962022664469,,,,,,,,,137062.607284435,428.371486537847,6.05999077832361,11.8281930879009
24.36,528.3246,-2.5597,304.179736686302,,,,,,,,,130287.671072859,428.324623106712,6.05988137329502,11.7775001390879
24.38,528.2691,-2.6191,311.281913170429,,,,,,,,,133312.424857055,428.269100184004,6.05975173675607,11.8004507115534
24.40,528.2199,-2.4931,296.344179295194,,,,,,,,,126900.462897011,428.219859755041,6.05963675470418,11.7511583014264
24.42,528.1694,-2.8260,335.957926812631,,,,,,,,,143846.895772126,428.169375662183,6.05951885482682,11.8765047891301
24.44,528.1068,-2.8853,343.055559527371,,,,,,,,,146864.423954425,428.106817906581,6.05937273899134,11.8972651541691
24.46,528.0540,-2.6308,312.831330872508,,,,,,,,,133908.690772287,428.053962494122,6.05924926822805,11.8049134345192
24.48,528.0016,-2.7819,330.837096069719,,,,,,,,,141598.801818961,428.001585980313,6.05912690113641,11.8607529984755
24.50,527.9427,-2.9236,347.738624791095,,,,,,,,,148812.201573413,427.942687306629,6.05898927845322,11.9104403978406
24.52,527.8846,-3.1244,371.673992707027,,,,,,,,,159033.593367538,427.884642154386,6.05885363157602,11.9768707379272
24.54,527.8177,-3.2421,385.739202022003,,,,,,,,,165026.062458435,427.81771101663,6.05869719601722,12.0138586947028
24.56,527.7550,-3.2697,389.073843128509,,,,,,,,,166428.264917551,427.754956692324,6.05855050053059,12.0223196542278
24.58,527.6869,-3.0127,358.549494419476,,,,,,,,,153346.930239528,427.686923636052,6.05839144108311,11.9404581513409
24.60,527.6344,-2.7329,325.28799555006,,,,,,,,,139104.352827052,427.634449257271,6.05826874011828,11.8429796702117
24.62,527.5776,-2.8645,341.00359556577,,,,,,,,,145805.50195258,427.577608707231,6.0581358127359,11.890028834145
24.64,527.5199,-2.7797,330.946255631667,,,,,,,,,141486.099602614,427.519868241338,6.0580007627152,11.859956755216
24.66,527.4664,-2.6393,314.273570863058,,,,,,,,,134341.398893208,427.466422086591,6.05787574046532,11.8081395918469
24.68,527.4143,-2.6393,314.313502126001,,,,,,,,,134342.084320004,427.414296272099,6.05775379172221,11.8081446939603
24.70,527.3608,-2.5350,301.932286046586,,,,,,,,,129034.038280111,427.360849578711,6.05762873732933,11.7678315111747
24.72,527.3129,-2.4832,295.796785680378,,,,,,,,,126397.780845488,427.312895083542,6.05751652025113,11.7471892039386
24.74,527.2615,-2.4853,296.083081774837,,,,,,,,,126504.907591681,427.26152008876,6.05739628497628,11.7480363815884
24.76,527.2135,-2.6860,320.02304865015,,,,,,,,,136718.160744701,427.213481408213,6.05728384475155,11.8256768649832
24.78,527.1541,-2.9008,345.659527281923,,,,,,,,,147649.877488631,427.154080345096,6.05714479203965,11.90259905743
24.80,527.0975,-2.8378,338.199959846867,,,,,,,,,144444.340776455,427.097450992773,6.05701220965535,11.8806495273938
