Time (sec),Temperature (C),dT/dt (C/sec),h=-mcpdT/dt / A(T-Tw) (W/m2K),m (kg),cp (J/kg),Tw,rho (kg/m3),r (m),pi,V (m3),A (m2),q''=h(T-Tw) (W/m2),Te=T-Tw,ln(Te),ln(q)
62.06,430.0986,-2.6861,414.188075845825,,,,,,,,,136722.920086526,330.098638902918,5.79939151556352,11.8257116757133
62.08,430.0427,-2.7824,429.104928822366,,,,,,,,,141622.965579958,330.042737958354,5.79922215503967,11.8609236333901
62.10,429.9873,-2.8666,442.1677224132,,,,,,,,,145909.75264284,329.987344726373,5.79905430441115,11.8907435769845
62.12,429.9281,-3.1497,485.924434404521,,,,,,,,,160320.113246899,329.928075017186,5.79887467621162,11.9849278032587
62.14,429.8614,-3.1518,486.350789965683,,,,,,,,,160428.331763688,329.861357426824,5.79867243717198,11.9856025907602
62.16,429.8020,-2.9570,456.375580056034,,,,,,,,,150513.580274122,329.802002674292,5.79849248249727,11.9218085934797
62.18,429.7431,-2.7115,418.562807823845,,,,,,,,,138018.187991797,329.74307657522,5.79831379539587,11.8351407524969
62.20,429.6935,-2.5106,387.602172318743,,,,,,,,,127789.932809795,329.693541306336,5.79816356027809,11.7581430448165
62.22,429.6427,-2.6838,414.40357903283,,,,,,,,,136605.09523198,329.642653064919,5.7980091982335,11.8248495258037
62.24,429.5862,-2.6605,410.884123063875,,,,,,,,,135421.732822639,329.586190415021,5.79783789914489,11.8161491348715
62.26,429.5362,-2.5657,396.304417024779,,,,,,,,,130596.664357679,329.536232117023,5.79768630879874,11.7798689545923
62.28,429.4836,-2.8085,433.87665080599,,,,,,,,,142955.224046142,329.48356123931,5.79752646268075,11.8702867416517
62.30,429.4239,-2.6438,408.507840737605,,,,,,,,,134572.242394616,329.423890987335,5.79734534391532,11.8098564520033
62.32,429.3778,-2.5985,401.558147865934,,,,,,,,,132264.342473239,329.377807862081,5.79720544407775,11.7925577935434
62.34,429.3200,-2.8538,441.091822028354,,,,,,,,,145260.337335751,329.319951269496,5.79702977445711,11.8862828414468
62.36,429.2637,-2.7010,417.539039345898,,,,,,,,,137480.430309979,329.263655262874,5.79685881360658,11.8312368609413
62.38,429.2119,-2.6494,409.637582297496,,,,,,,,,134857.571899026,329.211912497537,5.79670165434972,11.8119744775219
62.40,429.1577,-2.6061,402.996982249744,,,,,,,,,132649.550781282,329.15767765992,5.79653689935936,11.795465973064
62.42,429.1077,-2.5472,393.957794006468,,,,,,,,,129654.531689171,329.107670064377,5.79638496185935,11.7726287436083
62.44,429.0558,-2.6412,408.561401538466,,,,,,,,,134439.494280019,329.055788857629,5.79622730738567,11.808869520154
62.46,429.0020,-2.5276,391.043234556019,,,,,,,,,128654.01447006,329.002021007039,5.79606389362504,11.7648820218096
62.48,428.9547,-2.5167,389.415643185979,,,,,,,,,128100.100748514,328.954686310164,5.79592000969946,11.7605672743678
62.50,428.9014,-2.6636,412.209055026202,,,,,,,,,135576.116226855,328.901353751768,5.79575786918462,11.8172885049548
62.52,428.8481,-2.4975,386.580055234192,,,,,,,,,127126.133686769,328.848144040322,5.79559607594345,11.7529350512011
62.54,428.8015,-2.5536,395.319585997194,,,,,,,,,129981.653835215,328.801451886925,5.79545407888677,11.7751485951342
62.56,428.7460,-2.7107,419.70926205034,,,,,,,,,137977.740293776,328.745998169627,5.79528541054983,11.8348476489097
62.58,428.6930,-2.7609,427.537759044383,,,,,,,,,140528.678169688,328.693022304726,5.79512425228765,11.853166862014
62.60,428.6356,-2.7952,432.928297856171,,,,,,,,,142275.635310274,328.635563937059,5.79494942840499,11.8655215488296
62.62,428.5812,-2.8056,434.615875043955,,,,,,,,,142806.612379644,328.581215228738,5.79478403789712,11.8692466329951
62.64,428.5233,-2.7329,423.434909356587,,,,,,,,,139108.250522342,328.523339593606,5.794607884392,11.8430076897567
62.66,428.4719,-2.5238,391.095662518129,,,,,,,,,128463.93426846,328.47189723692,5.79445128551911,11.7634034767515
62.68,428.4224,-2.5523,395.568470783712,,,,,,,,,129913.541167438,328.422386420357,5.79430054340462,11.7746244402391
62.70,428.3698,-2.9191,452.483147253918,,,,,,,,,148581.802780892,328.369804892453,5.79414042722567,11.9088909460343
62.72,428.3056,-3.0482,472.595903683101,,,,,,,,,155155.892894508,328.305623652946,5.79394495397688,11.9521856510728
62.74,428.2479,-2.8798,446.556446165376,,,,,,,,,146581.204917453,328.247875887047,5.79376904214003,11.8953348536497
62.76,428.1904,-2.7435,425.502461631157,,,,,,,,,139645.837147465,328.190433052103,5.79359402848129,11.8468647617451
62.78,428.1381,-2.7552,427.389990828453,,,,,,,,,140242.954693456,328.138135433656,5.79343466434245,11.8511315882084
62.80,428.0802,-2.7732,430.244186767309,,,,,,,,,141154.60889175,328.080223354863,5.79325816187747,11.8576110855875
62.82,428.0272,-3.2221,499.971488316709,,,,,,,,,164004.252049323,328.027209314451,5.79309656017053,12.0076476336003
62.84,427.9513,-3.6153,561.12807476584,,,,,,,,,184022.704525344,327.951340880844,5.79286524640601,12.1228144231382
62.86,427.8826,-3.3551,520.852509077319,,,,,,,,,170778.472482394,327.8825953722,5.79265560336958,12.0481225130627
62.88,427.8171,-2.9757,462.044033224909,,,,,,,,,151465.951167927,327.817134896746,5.79245593735586,11.9281161339065
62.90,427.7636,-2.9292,454.900828102001,,,,,,,,,149099.917641229,327.763566101482,5.79229251340118,11.91237194838
62.92,427.7000,-3.0763,477.828247509707,,,,,,,,,156584.299970424,327.699964969616,5.79209844880704,11.9613498018962
62.94,427.6405,-3.0322,471.068288158202,,,,,,,,,154341.056336689,327.640514584704,5.79191701522578,11.9469200842067
62.96,427.5787,-2.9989,465.978809830893,,,,,,,,,152644.721709274,327.57867630219,5.79172825920777,11.9358684198336
62.98,427.5206,-2.8973,450.267791220069,,,,,,,,,147471.958670672,327.520558979079,5.79155082861365,11.9013933259814
63.00,427.4628,-2.5938,403.176808865324,,,,,,,,,132025.400962273,327.462785703963,5.79137441718049,11.7907496145883
63.02,427.4168,-2.4011,373.273419519513,,,,,,,,,122215.991169382,327.416807033037,5.79123399847906,11.7135451777914
63.04,427.3667,-2.4920,387.472579407697,,,,,,,,,126845.636115832,327.36674246661,5.79108107904007,11.7507261625108
63.06,427.3171,-2.7123,421.781647661333,,,,,,,,,138056.35654197,327.317125596753,5.79092950399027,11.8354172615135
63.08,427.2583,-2.6739,415.885248802836,,,,,,,,,136101.879183152,327.258251103961,5.79074961792964,11.8211589959149
63.10,427.2102,-2.6903,418.507398137157,,,,,,,,,136939.876956401,327.210170156948,5.79060268663231,11.8272972541527
63.12,427.1506,-2.8830,448.552998154065,,,,,,,,,146744.399130419,327.150637124973,5.79042072881492,11.8964475709001
63.14,427.0949,-2.6177,407.348328529856,,,,,,,,,133241.540951931,327.094851310199,5.79025019400529,11.7999188574759
63.16,427.0459,-2.6127,406.625505597881,,,,,,,,,132985.216427438,327.045929477304,5.79010061815121,11.7979932463448
63.18,426.9903,-2.6948,419.482396958494,,,,,,,,,137166.693742626,326.990345094739,5.7899306447572,11.8289522078257
63.20,426.9381,-2.7980,435.611174290999,,,,,,,,,142417.905890038,326.938137254714,5.78977097029265,11.8665210136648
63.22,426.8784,-2.9452,458.61813971908,,,,,,,,,149912.375745321,326.878426215648,5.78958831649473,11.9178062406916
63.24,426.8203,-2.7782,432.682689807691,,,,,,,,,141409.49897442,326.820328858709,5.78941056686115,11.8594152082252
63.26,426.7673,-2.8005,436.228214415223,,,,,,,,,142545.115717324,326.767299791486,5.78924829614177,11.8674138301082
63.28,426.7083,-2.6450,412.082959560284,,,,,,,,,134630.927302676,326.708310011982,5.78906775450019,11.8102924417359
63.30,426.6615,-2.3385,364.391365854956,,,,,,,,,119032.630265387,326.661500296819,5.78892446745354,11.6871529384175
63.32,426.6148,-2.8308,441.157004587973,,,,,,,,,144088.39288754,326.614768413604,5.78878139817173,11.8781822297325
63.34,426.5483,-3.0103,469.220728439899,,,,,,,,,153223.216495301,326.548268668244,5.78857777444591,11.9396510685101
63.36,426.4944,-2.8203,439.683118480017,,,,,,,,,143554.057578977,326.494358198794,5.78841266893103,11.8744669511127
63.38,426.4355,-2.7681,431.622323873455,,,,,,,,,140896.830521812,326.435456946201,5.78823224753998,11.8557832031115
63.40,426.3836,-2.6386,411.499785918831,,,,,,,,,134306.795787654,326.3836346543,5.78807348290618,11.8078819827773
63.42,426.3299,-2.6120,407.408186828795,,,,,,,,,132949.47782508,326.329912169756,5.78790887016012,11.7977244690597
63.44,426.2792,-2.7642,431.229431964564,,,,,,,,,140701.175329705,326.279156523962,5.78775332329959,11.8543935965125
63.46,426.2193,-2.9473,459.866389460728,,,,,,,,,150017.311152808,326.219342380575,5.78756998450676,11.9185059741048
63.48,426.1613,-2.8936,451.572238139008,,,,,,,,,147285.372730432,326.161265664638,5.78739193900579,11.9001272949431
63.50,426.1036,-2.7091,422.861974503532,,,,,,,,,137896.811516615,326.103598410605,5.78721511741886,11.8342609418072
63.52,426.0529,-2.7617,431.134498705432,,,,,,,,,140572.65345507,326.052899680187,5.78705963716015,11.8534797405443
63.54,425.9931,-2.8354,442.723219319521,,,,,,,,,144324.72782147,325.99312962013,5.78687630635975,11.879821094055
63.56,425.9395,-2.6591,415.258652894724,,,,,,,,,135349.190356808,325.93948232819,5.78671172710393,11.8156133131761
63.58,425.8868,-2.5449,397.490520219306,,,,,,,,,129536.900022577,325.886765679613,5.78654997648756,11.7717210617927
63.60,425.8377,-2.7963,436.821597879585,,,,,,,,,142332.938633296,325.837685966553,5.78639936156731,11.8659242304706
63.62,425.7749,-2.9200,456.230871676684,,,,,,,,,148628.572789305,325.774913571901,5.78620669373096,11.9092056726566
63.64,425.7209,-2.7113,423.689046500069,,,,,,,,,138004.371803042,325.720886445007,5.78604083808917,11.8350406433697
63.66,425.6665,-2.6494,414.094944092418,,,,,,,,,134856.835814176,325.666463061375,5.78587373817911,11.8119690192681
63.68,425.6149,-2.5974,406.026813673133,,,,,,,,,132208.384156473,325.614909420504,5.78571542368354,11.7921346246344
63.70,425.5626,-2.6749,418.207479916407,,,,,,,,,136152.700833297,325.562567318288,5.7855546622807,11.8215323350943
63.72,425.5079,-2.6718,417.7987701915,,,,,,,,,135996.806174594,325.507914042589,5.78538677484795,11.8203866804321
63.74,425.4557,-2.7691,433.082431959169,,,,,,,,,140949.143647339,325.455694449936,5.78522633702291,11.8561544209462
63.76,425.3971,-2.8191,440.974448502666,,,,,,,,,143491.828495674,325.397149387911,5.78504643441439,11.8740333682794
63.78,425.3429,-2.6680,417.40658985862,,,,,,,,,135800.2836265,325.342931630516,5.78487980027243,11.8189405826649
63.80,425.2904,-2.6338,412.132803952022,,,,,,,,,134062.857408857,325.290430956483,5.78471841698911,11.8060640540877
63.82,425.2376,-2.6784,419.180059696574,,,,,,,,,136333.107593268,325.237578552648,5.78455592620261,11.8228564905604
63.84,425.1833,-2.7836,435.70495076577,,,,,,,,,141683.971017686,325.18329380621,5.78438900429444,11.8613543001391
63.86,425.1262,-2.7396,428.906352767746,,,,,,,,,139448.708258474,325.126236435079,5.78421352671454,11.8454521298967
63.88,425.0737,-2.5841,404.622461722778,,,,,,,,,131532.124080036,325.073708266235,5.78405195128105,11.7870063903481
63.90,425.0229,-2.6513,415.211700429687,,,,,,,,,134953.299415584,325.022872129871,5.7838955556377,11.812684067318
63.92,424.9677,-2.8596,447.910601355763,,,,,,,,,145556.457967497,324.967655435968,5.78372565564164,11.8883193175986
63.94,424.9085,-2.8035,439.200670803826,,,,,,,,,142700.025363285,324.908486824747,5.78354356367815,11.8684999812034
63.96,424.8555,-2.5622,401.464084066618,,,,,,,,,130417.82172475,324.855514853749,5.78338051379857,11.7784985888046
63.98,424.8060,-2.6767,419.45833642488,,,,,,,,,136242.583662535,324.805998192228,5.78322807545761,11.8221922792094
64.00,424.7484,-2.8153,441.264696331397,,,,,,,,,143300.025662163,324.748448841559,5.78305087906989,11.8726957928962
64.02,424.6934,-2.9808,467.284269517029,,,,,,,,,151724.111741101,324.693386100752,5.78288130963972,11.9298190962865
64.04,424.6292,-3.2576,510.779596642159,,,,,,,,,165813.980362129,324.629216695776,5.7826836593349,12.0186218387686
64.06,424.5631,-2.9768,466.84021314832,,,,,,,,,151519.098126383,324.56308145469,5.78247991310593,11.9284669562268
64.08,424.5101,-2.7651,433.712453559439,,,,,,,,,140744.091478959,324.510145659607,5.78231680117036,11.8546985662857
64.10,424.4525,-2.8016,439.511508177852,,,,,,,,,142600.597911417,324.452477939924,5.7821390783933,11.8678029798807
64.12,424.3981,-2.9777,467.216102130837,,,,,,,,,151564.007977161,324.398083212289,5.78197141350706,11.9287633096045
64.14,424.3334,-3.3049,518.670173399918,,,,,,,,,168222.046093076,324.333371611422,5.78177191153872,12.0330400886399
64.16,424.2659,-2.9670,465.729155003736,,,,,,,,,151020.077172597,324.265886191699,5.78156381564852,11.9251680683664
64.18,424.2147,-2.8567,448.485672740602,,,,,,,,,145405.644581427,324.214692730057,5.78140592823165,11.8872826643832
64.20,424.1516,-2.9358,460.995820854053,,,,,,,,,149432.541867871,324.15161940303,5.78121136745313,11.9146003450162
64.22,424.0973,-2.5057,393.528943814393,,,,,,,,,127541.652976098,324.097261410721,5.78104366028373,11.7561982802377
64.24,424.0514,-2.8118,441.667507272448,,,,,,,,,143122.970092478,324.051391003031,5.78090211742131,11.8714594704301
64.26,423.9848,-3.1433,493.840754862268,,,,,,,,,159996.892496029,323.984788458076,5.78069656548671,11.9829096721275
64.28,423.9257,-2.8143,442.231286162666,,,,,,,,,143250.060228404,323.925657705982,5.78051403793955,11.8723470550195
64.30,423.8722,-2.5068,393.968640032061,,,,,,,,,127595.496336652,323.872215631855,5.78034904179972,11.7566203541026
64.32,423.8254,-2.3356,367.119470266271,,,,,,,,,118882.604531738,323.825386993266,5.78020444148475,11.6858917686259
64.34,423.7788,-2.7540,432.952770131808,,,,,,,,,140180.924876437,323.778791930955,5.78006054166474,11.85068918781
64.36,423.7152,-2.8849,453.614424611196,,,,,,,,,146841.895998951,323.715226042056,5.77986419733618,11.8971117495333
64.38,423.6634,-2.8221,443.813725892787,,,,,,,,,143646.25792089,323.663396466451,5.77970407596698,11.8751090140917
64.40,423.6023,-3.0913,486.23999023789,,,,,,,,,157348.399549164,323.602341864524,5.77951542206954,11.9662177311613
64.42,423.5397,-2.6568,417.975754683547,,,,,,,,,135231.768870515,323.539744483265,5.77932196414808,11.8147453918412
64.44,423.4961,-2.4452,384.746376034895,,,,,,,,,124463.940670784,323.49607019949,5.77918696610671,11.7317713197687
64.46,423.4419,-2.7522,433.116009254835,,,,,,,,,140087.879982261,323.441934698462,5.7790196069448,11.8500252188203
64.48,423.3860,-2.9763,468.466694448627,,,,,,,,,151495.562190705,323.385982367459,5.77884660163792,11.9283116110319
64.50,423.3229,-2.9287,461.054712569854,,,,,,,,,149069.5385006,323.322882157971,5.77865145908414,11.9121681774027
64.52,423.2688,-2.7197,428.235464672706,,,,,,,,,138435.180333014,323.268836313727,5.7784842876131,11.8381574830217
64.54,423.2141,-2.9004,456.763291070685,,,,,,,,,147632.332883533,323.214093097263,5.77831493057642,11.9024802246354
64.56,423.1528,-2.7035,425.83232817528,,,,,,,,,137608.917563162,323.152819685687,5.77812533729574,11.8321710102533
64.58,423.1060,-2.8067,442.152424763551,,,,,,,,,142862.080730924,323.105953353806,5.77798029839207,11.8696349734281
64.60,423.0406,-3.2221,507.689332440871,,,,,,,,,164004.242070568,323.040551752521,5.77777786256369,12.0076475727558
64.62,422.9771,-3.0523,481.039652840177,,,,,,,,,155364.778055122,322.977070887629,5.7775813327389,11.953531037784
64.64,422.9185,-3.1380,494.631995131668,,,,,,,,,159725.801439714,322.918458595052,5.77739984118163,11.9812138830802
64.66,422.8516,-2.9613,466.869635051166,,,,,,,,,150729.585616952,322.851550627045,5.77719262199433,11.9232426866265
64.68,422.8000,-2.9803,469.946536131372,,,,,,,,,151698.7456209,322.800007996001,5.77703296116655,11.9296518964883
64.70,422.7323,-3.1889,502.93625078687,,,,,,,,,162313.792290213,322.732338415186,5.77682330604566,11.9972867301152
64.72,422.6725,-2.9970,472.764079149476,,,,,,,,,152547.945566624,322.672453967028,5.77663773429585,11.9352342227754
64.74,422.6125,-3.1757,501.051820654242,,,,,,,,,161645.559878013,322.612458860935,5.77645178509706,11.9931613152726
64.76,422.5454,-2.9430,464.430383261755,,,,,,,,,149799.895383381,322.545425067406,5.77624397923918,11.9170556516897
64.78,422.4947,-2.7944,441.053417523779,,,,,,,,,142237.406706512,322.494738857438,5.77608682248241,11.8652528187657
64.80,422.4336,-3.0992,489.242176737742,,,,,,,,,157748.139817304,322.433648033303,5.77589737253554,11.9687549883676
64.82,422.3708,-2.9895,472.020451736803,,,,,,,,,152165.597775012,322.370772739015,5.77570235124703,11.9327246658447
64.84,422.3141,-3.1195,492.64276785868,,,,,,,,,158785.695045568,322.31406894644,5.77552643957964,11.9753107421606
64.86,422.2460,-2.9452,465.212132218376,,,,,,,,,149912.74469266,322.245991259508,5.77531520189555,11.9178087017752
64.88,422.1963,-2.4924,393.751410495573,,,,,,,,,126865.23193397,322.196260260498,5.77516086378693,11.7508806361313
64.90,422.1463,-2.3653,373.727312042836,,,,,,,,,120394.868699598,322.146294423882,5.7750057728765,11.6985321921745
64.92,422.1016,-2.4944,394.183634181775,,,,,,,,,126967.198243418,322.101648149268,5.77486717321095,11.7516840505324
64.94,422.0465,-2.8829,455.64368232438,,,,,,,,,146738.461094396,322.046517458198,5.77469599926636,11.8964071049184
64.96,421.9863,-2.8138,444.819349410643,,,,,,,,,143225.751595171,321.986333968915,5.77450910355343,11.8721773469165
64.98,421.9340,-2.6732,422.658328422083,,,,,,,,,136068.070974478,321.933963734876,5.7743464429436,11.8209105613701
65.00,421.8794,-2.5707,406.516935806334,,,,,,,,,130849.429459295,321.879405097237,5.77417695706334,11.7818025476836
65.02,421.8311,-2.6313,416.161731427989,,,,,,,,,133933.802753619,321.831135924122,5.77402698539089,11.8051009475689
65.04,421.7742,-2.9307,463.593074884322,,,,,,,,,149172.269210047,321.774153436759,5.77384991261522,11.9128570862737
65.06,421.7139,-2.8952,458.066316289874,,,,,,,,,147366.305258806,321.71390913963,5.77366266967845,11.9006766387035
65.08,421.6583,-3.1988,506.19642289585,,,,,,,,,162822.304072012,321.658345866093,5.7734899445625,12.0004147260659
65.10,421.5860,-3.2200,509.663166258184,,,,,,,,,163900.51630302,321.585955497502,5.7732648656345,12.0070149148369
65.12,421.5295,-2.6805,424.349163355787,,,,,,,,,136440.793377846,321.529544912642,5.77308943653982,11.8236460513636
65.14,421.4787,-2.8670,453.934905900039,,,,,,,,,145930.418741201,321.478733722531,5.77293139443708,11.8908852031239
65.16,421.4149,-2.9515,467.408692714017,,,,,,,,,150232.102210204,321.414865731055,5.77273270528622,11.9199367252369
65.18,421.3607,-2.7687,438.532993119224,,,,,,,,,140927.258270731,321.360674070005,5.77256408760299,11.8559991374496
65.20,421.3041,-2.7023,428.088132424002,,,,,,,,,137546.47993247,321.304118274964,5.77238808357768,11.83171717484
65.22,421.2526,-2.6585,421.223497337897,,,,,,,,,135319.136705658,321.252583393058,5.77222767786755,11.8153912432235
65.24,421.1978,-2.6082,413.328335616742,,,,,,,,,132760.142964721,321.197777952059,5.7720570640912,11.7962993426993
65.26,421.1483,-2.2797,361.322287030341,,,,,,,,,116038.021629584,321.148254051211,5.77190286713667,11.6616731890516
65.28,421.1066,-2.3927,379.28606472093,,,,,,,,,121791.254748856,321.106589661994,5.77177312303374,11.7100638315887
65.30,421.0525,-2.8292,448.555502050636,,,,,,,,,144009.885324225,321.052544592282,5.77160480005285,11.8776372242869
65.32,420.9934,-2.4904,394.913541346801,,,,,,,,,126764.648133986,320.99341972846,5.77142062363162,11.7500874819081
65.34,420.9529,-2.3128,366.795754749277,,,,,,,,,117724.171024695,320.952926800271,5.77129446689449,11.6760996334619
65.36,420.9009,-2.6308,417.294486926063,,,,,,,,,133910.179082219,320.900906380643,5.77113237260744,11.8049245488214
65.38,420.8477,-2.8130,446.271778655981,,,,,,,,,143185.270947139,320.847693704417,5.77096653609033,11.8718946717042
65.40,420.7884,-2.7921,443.023449297038,,,,,,,,,142116.776581868,320.788384468972,5.77078166732241,11.8644043689171
65.42,420.7360,-2.8306,449.218926179332,,,,,,,,,144080.686658383,320.736011467301,5.77061839059554,11.8781287456518
65.44,420.6752,-3.1459,499.342863347448,,,,,,,,,160126.852047689,320.675158896326,5.7704286446916,11.9837216053941
65.46,420.6102,-2.9393,466.648208869024,,,,,,,,,149612.164395066,320.610176041751,5.77022598028855,11.915801654018
65.48,420.5576,-2.7181,431.595654342567,,,,,,,,,138351.261265811,320.55758642092,5.77006193704112,11.8375511016593
65.50,420.5015,-3.1178,495.156501232235,,,,,,,,,158698.378072025,320.501452928705,5.76988680966934,11.9747606863742
65.52,420.4329,-3.1116,494.281949210908,,,,,,,,,158384.18533415,320.432873559314,5.76967281155185,11.9727789133159
65.54,420.3770,-2.8095,446.36152053978,,,,,,,,,143003.959052092,320.37698697495,5.76949838669372,11.8706275945378
65.56,420.3205,-2.7416,435.656768298799,,,,,,,,,139549.791293117,320.320494131301,5.76932203874336,11.8461767433927
65.58,420.2673,-2.7788,441.633827221608,,,,,,,,,141440.88314845,320.267321999037,5.76915602830405,11.8596371218314
65.60,420.2093,-2.8104,446.736110703238,,,,,,,,,143049.076522287,320.209343043937,5.76897497891249,11.8709430428285
65.62,420.1549,-2.8234,448.886894150057,,,,,,,,,143713.341901992,320.154907115534,5.7688049633986,11.8755759132826
65.64,420.0964,-2.9970,476.574694182091,,,,,,,,,152549.84686904,320.096406148568,5.76862221963559,11.935246686336
65.66,420.0350,-2.7642,439.634856175876,,,,,,,,,140698.552656273,320.035026067147,5.76843044626369,11.8543749563138
65.68,419.9858,-2.6227,417.199703231633,,,,,,,,,133497.996827321,319.985838420412,5.76827673987828,11.8018417516711
65.70,419.9301,-2.7762,441.681683182476,,,,,,,,,141307.272526112,319.930116884046,5.768102587207,11.8586920360397
65.72,419.8748,-2.7073,430.799190958158,,,,,,,,,137801.801743991,319.874792330738,5.7679296452597,11.8335717125415
65.74,419.8218,-2.6767,426.000107111179,,,,,,,,,136244.131946275,319.821825562869,5.76776404560977,11.8222036433138
65.76,419.7677,-2.7036,430.351913818961,,,,,,,,,137612.652475109,319.767725101832,5.76759487317376,11.8321981513814
65.78,419.7137,-2.8142,448.031912420504,,,,,,,,,143241.932769673,319.713682884338,5.76742585428769,11.8722903172472
65.80,419.6552,-2.6030,414.491916192182,,,,,,,,,132494.479234761,319.655158662561,5.76724278555447,11.7942962573876
65.82,419.6096,-2.5313,403.123577739511,,,,,,,,,128842.150239739,319.6095623139,5.76710013307501,11.7663432925308
65.84,419.5539,-2.7978,445.654021274697,,,,,,,,,142410.484234085,319.553908268908,5.76692598656103,11.8664689004892
65.86,419.4976,-2.9218,465.478470958084,,,,,,,,,148719.277255554,319.497649267105,5.76674991625408,11.9098157626172
65.88,419.4370,-3.0864,491.805912249486,,,,,,,,,157101.02361793,319.437037467405,5.76656018856785,11.9646443399318
65.90,419.3742,-3.3278,530.370272458456,,,,,,,,,169386.577059585,319.374191683892,5.7663634300237,12.0399388199235
65.92,419.3039,-3.2137,512.29414358659,,,,,,,,,163577.530956453,319.303925302055,5.76614339310604,12.0050423523766
65.94,419.2456,-2.9220,465.885769800803,,,,,,,,,148732.002865774,319.245644547948,5.7659608520567,11.9099013269504
65.96,419.1870,-2.9079,463.716297839655,,,,,,,,,148012.234593992,319.187044500152,5.76577727734642,11.9050502155052
65.98,419.1293,-2.8856,460.245962815403,,,,,,,,,146877.985460724,319.129329374768,5.76559644186138,11.8973574902151
66.00,419.0716,-2.7877,444.716811735129,,,,,,,,,141896.513861659,319.071620674803,5.7654155938068,11.8628532952752
66.02,419.0178,-2.9141,464.962335414587,,,,,,,,,148331.270733361,319.017820230752,5.7652469640169,11.9072033672152
66.04,418.9551,-2.8629,456.874303777104,,,,,,,,,145722.368592269,318.955054787593,5.76505019877556,11.889458505398
66.06,418.9033,-2.8118,448.791135658074,,,,,,,,,143120.976211878,318.903304545034,5.76488793628604,11.871445539092
66.08,418.8426,-2.6463,422.462876708711,,,,,,,,,134699.155001176,318.842583401835,5.7646975120292,11.8107990891878
66.10,418.7975,-2.4313,388.196910640404,,,,,,,,,123756.185766613,318.797451433741,5.76455595263612,11.7260686651745
66.12,418.7453,-2.7695,442.256489331911,,,,,,,,,140967.190550532,318.74532980507,5.76439244477336,11.8562824511525
66.14,418.6867,-2.8825,460.396309679072,,,,,,,,,146722.16800753,318.686672596933,5.7642084025286,11.8962960638774
66.16,418.6300,-2.9234,467.009679016864,,,,,,,,,148803.30730158,318.630028428612,5.76403064422295,11.9103806276232
66.18,418.5697,-2.8534,455.917145423932,,,,,,,,,145241.404546409,318.569735760556,5.76384140162863,11.8861524960021
66.20,418.5159,-2.6460,422.840980383012,,,,,,,,,134681.571494415,318.515890707706,5.76367236609952,11.8106685415646
66.22,418.4639,-2.6963,430.955471601871,,,,,,,,,137243.758690206,318.463896467233,5.76350911369612,11.8295138843138
66.24,418.4080,-2.7120,433.535764837949,,,,,,,,,138041.272251825,318.408037923754,5.76333369838699,11.8353079937141
66.26,418.3554,-2.7594,441.18841516988,,,,,,,,,140454.721868688,318.355416958548,5.7631684220511,11.8526404515378
66.28,418.2977,-2.9801,476.566625422322,,,,,,,,,151690.042568428,318.297661809624,5.76298698839121,11.9295945242135
66.30,418.2362,-2.8181,450.742495219202,,,,,,,,,143442.584079366,318.236211585969,5.76279391076749,11.8736901231709
66.32,418.1849,-2.8204,451.184742661013,,,,,,,,,143560.189229753,318.184937688848,5.76263277879603,11.8745096633838
66.34,418.1234,-2.9465,471.448343582568,,,,,,,,,149978.747649006,318.123395045378,5.76243934224806,11.9182488807005
66.36,418.0671,-2.8827,461.316255382258,,,,,,,,,146729.512984109,318.06707713459,5.76226229492215,11.8963461230664
66.38,418.0081,-2.9140,466.409718487517,,,,,,,,,148322.062752739,318.008087896883,5.76207681609474,11.9071412881513
66.40,417.9505,-2.6956,431.530286469125,,,,,,,,,137205.278324173,317.950518483457,5.76189576841961,11.8292334652844
66.42,417.9003,-2.5500,408.287416509328,,,,,,,,,129794.678048469,317.900265352663,5.76173770262123,11.7737090812441
66.44,417.8485,-2.7776,444.800025364105,,,,,,,,,141379.029556617,317.848519547379,5.76157491566315,11.8591997156231
66.46,417.7892,-2.9598,474.079621303113,,,,,,,,,150657.365988991,317.789162872844,5.76138815305814,11.9227634380793
66.48,417.7301,-3.1947,511.798324154848,,,,,,,,,162613.745867795,317.730125702005,5.76120236114884,11.999133010455
66.50,417.6614,-2.8789,461.30455835201,,,,,,,,,146538.639435309,317.661373125841,5.76098595102513,11.8950444230749
66.52,417.6150,-2.4923,399.404466177861,,,,,,,,,126856.836964281,317.614968551177,5.76083985846131,11.7508144615985
66.54,417.5617,-2.5999,416.731698662329,,,,,,,,,132338.019539729,317.561682887388,5.76067207627412,11.7931146825132
66.56,417.5110,-2.6588,426.230334841762,,,,,,,,,135332.807457275,317.510970934336,5.76051237185966,11.8154922641245
66.58,417.4553,-2.7893,447.228624167113,,,,,,,,,141975.111284975,317.455331821345,5.76033712125851,11.8634070485803
66.60,417.3994,-2.9198,468.237374704349,,,,,,,,,148618.261800284,317.399400024663,5.76016091780906,11.9091362960455
66.62,417.3385,-2.8649,459.526758159657,,,,,,,,,145825.550710358,317.338540402673,5.75996915482059,11.8901663281301
66.64,417.2848,-2.7055,434.022885630467,,,,,,,,,137708.865874756,317.284803253446,5.75979980350412,11.8328970680817
66.66,417.2303,-2.4711,396.491297753956,,,,,,,,,125779.062102281,317.230322114998,5.75962807824051,11.7422821714175
